id,weight,fat,type,price,outlet
FDJ02,17.2,Regular,Canned,148.7418,Grocery Store
FDX09,9,low fat,Snack Foods,177.137,Supermarket Type1
FDT31,19.75,Low Fat,Fruits and Vegetables,187.9872,Grocery Store
FDI24,10.3,Low Fat,Baking Goods,177.937,Supermarket Type1
FDY09,15.6,Low Fat,Snack Foods,176.0054,Supermarket Type1
FDV28,16.1,reg,Frozen Foods,35.3558,Supermarket Type1
DRM47,9.3,Low Fat,Hard Drinks,191.9846,Supermarket Type1
FDT52,,Regular,Frozen Foods,246.5144,Grocery Store
FDI48,11.85,Regular,Baking Goods,53.2666,Supermarket Type2
FDY55,16.75,Low Fat,Fruits and Vegetables,256.6988,Supermarket Type1
FDU48,18.85,Low Fat,Baking Goods,131.4284,Supermarket Type1
FDN25,7.895,Regular,Breakfast,55.4588,Supermarket Type1
FDP20,19.85,Low Fat,Fruits and Vegetables,127.102,Supermarket Type1
FDJ15,11.35,Regular,Dairy,185.4608,Supermarket Type1
FDD04,16,Low Fat,Dairy,140.3154,Supermarket Type2
FDY58,11.65,Low Fat,Snack Foods,229.8694,Supermarket Type1
FDR37,16.5,Regular,Breakfast,183.2292,Supermarket Type2
FDF44,7.17,Regular,Fruits and Vegetables,129.5968,Supermarket Type1
FDD32,17.7,Regular,Fruits and Vegetables,82.6276,Supermarket Type1
FDR57,5.675,Regular,Snack Foods,156.2288,Supermarket Type1
DRG39,,Low Fat,Dairy,54.4982,Supermarket Type3
FDX15,17.2,Low Fat,Meat,158.9578,Supermarket Type1
DRN37,9.6,Low Fat,Soft Drinks,165.8158,Supermarket Type1
FDW40,,Regular,Frozen Foods,141.5812,Supermarket Type3
FDB32,20.6,Low Fat,Fruits and Vegetables,93.7778,Supermarket Type1
FDM40,10.195,Low Fat,Frozen Foods,143.4154,Supermarket Type2
FDE39,,Low Fat,Dairy,120.8782,Supermarket Type3
DRH49,19.7,Low Fat,Soft Drinks,82.2592,Supermarket Type1
FDT46,11.35,Low Fat,Snack Foods,49.7008,Supermarket Type1
NCF06,6.235,Low Fat,Household,257.6962,Supermarket Type1
FDP07,18.2,Low Fat,Fruits and Vegetables,196.211,Supermarket Type1
FDC04,15.6,Low Fat,Dairy,240.3854,Supermarket Type1
FDZ32,7.785,Regular,Fruits and Vegetables,103.4964,Supermarket Type1
FDD50,18.85,Low Fat,Canned,169.9132,Supermarket Type1
FDU56,16.85,Low Fat,Fruits and Vegetables,184.9266,Supermarket Type1
FDV34,10.695,Regular,Snack Foods,72.0038,Supermarket Type1
NCY41,16.75,LF,Health and Hygiene,36.8532,Supermarket Type1
NCK18,9.6,Low Fat,Household,165.8184,Supermarket Type1
DRH25,18.7,Low Fat,Soft Drinks,52.4324,Supermarket Type1
FDT57,15.2,Low Fat,Snack Foods,238.4248,Supermarket Type1
FDV56,16.1,Regular,Fruits and Vegetables,106.7596,Supermarket Type2
FDV12,16.7,Regular,Baking Goods,97.2384,Supermarket Type1
FDN52,9.395,Regular,Frozen Foods,88.5198,Supermarket Type1
FDX38,10.5,Regular,Dairy,48.3376,Supermarket Type1
FDE47,14.15,Low Fat,Starchy Foods,122.5046,Supermarket Type2
NCO07,9.06,Low Fat,Others,211.456,Supermarket Type1
FDV09,,Low Fat,Snack Foods,150.2734,Supermarket Type3
FDZ23,,Regular,Baking Goods,185.224,Grocery Store
DRH51,17.6,Low Fat,Dairy,88.1856,Supermarket Type2
NCY54,8.43,LF,Household,172.0422,Supermarket Type1
DRG49,7.81,Low Fat,Soft Drinks,246.2486,Supermarket Type1
NCC19,6.57,Low Fat,Household,192.882,Supermarket Type1
NCV53,8.27,Low Fat,Health and Hygiene,241.288,Supermarket Type1
FDZ47,,Regular,Baking Goods,101.0042,Grocery Store
NCO26,7.235,Low Fat,Household,114.3492,Supermarket Type2
NCP02,7.105,Low Fat,Household,61.0562,Supermarket Type1
NCW30,5.21,Low Fat,Household,259.5962,Supermarket Type2
NCN55,14.6,Low Fat,Others,241.4538,Supermarket Type1
FDB20,7.72,Low Fat,Fruits and Vegetables,75.8986,Grocery Store
DRL11,10.5,Low Fat,Hard Drinks,156.8946,Supermarket Type1
DRD60,15.7,LF,Soft Drinks,181.7634,Supermarket Type1
FDW14,8.3,Regular,Dairy,87.8198,Grocery Store
FDL27,6.17,Low Fat,Meat,65.9826,Grocery Store
FDU09,7.71,Regular,Snack Foods,55.4956,Supermarket Type2
DRH36,,Low Fat,Soft Drinks,74.7696,Supermarket Type3
FDP34,,LF,Snack Foods,156.363,Supermarket Type3
FDE04,19.75,Regular,Frozen Foods,178.266,Supermarket Type1
FDZ57,,Regular,Snack Foods,130.1994,Supermarket Type3
FDF02,16.2,Low Fat,Canned,104.399,Grocery Store
FDG28,9.285,Regular,Frozen Foods,245.4144,Supermarket Type1
NCI31,20,Low Fat,Others,35.119,Supermarket Type1
FDT43,16.35,Low Fat,Fruits and Vegetables,51.3324,Supermarket Type1
FDU20,19.35,Regular,Fruits and Vegetables,121.3098,Supermarket Type1
FDD53,16.2,Low Fat,Frozen Foods,42.9454,Supermarket Type1
FDW15,15.35,Regular,Meat,149.1734,Supermarket Type1
NCT53,5.4,Low Fat,Health and Hygiene,162.8526,Supermarket Type1
NCG55,,Low Fat,Household,114.6176,Supermarket Type3
FDD48,10.395,Low Fat,Baking Goods,114.5176,Supermarket Type1
FDG47,12.8,Low Fat,Starchy Foods,263.6252,Supermarket Type1
FDI21,5.59,Regular,Snack Foods,63.4168,Supermarket Type1
FDT27,11.395,Regular,Meat,234.4616,Supermarket Type1
DRO35,13.85,LF,Hard Drinks,116.8492,Supermarket Type1
FDD33,12.85,Low Fat,Fruits and Vegetables,233.3642,Supermarket Type1
FDC04,15.6,Low Fat,Dairy,243.0854,Supermarket Type1
FDY34,10.5,Regular,Snack Foods,164.0842,Supermarket Type1
DRJ49,6.865,Low Fat,Soft Drinks,128.0652,Supermarket Type1
FDE05,10.895,Regular,Frozen Foods,143.8102,Supermarket Type1
FDU31,10.5,Regular,Fruits and Vegetables,218.8508,Supermarket Type1
NCN19,,Low Fat,Others,188.253,Supermarket Type3
FDK56,,Low Fat,Fruits and Vegetables,185.3898,Supermarket Type3
FDK58,11.35,Regular,Snack Foods,103.1016,Supermarket Type1
NCJ42,19.75,Low Fat,Household,102.5332,Supermarket Type1
FDZ34,,Low Fat,Starchy Foods,192.282,Supermarket Type3
FDA52,16.2,Regular,Frozen Foods,175.637,Supermarket Type2
NCR29,7.565,LF,Health and Hygiene,55.693,Supermarket Type1
FDT48,4.92,Low Fat,Baking Goods,200.3084,Supermarket Type1
DRJ51,,Low Fat,Dairy,229.3668,Grocery Store
NCS54,13.6,Low Fat,Household,177.637,Supermarket Type1
FDV01,19.2,Regular,Canned,154.9314,Supermarket Type1
DRG51,,LF,Dairy,163.4526,Supermarket Type3
NCG42,19.2,Low Fat,Household,131.731,Supermarket Type1
FDA51,8.05,Regular,Dairy,115.5518,Supermarket Type1
FDV19,14.85,Regular,Fruits and Vegetables,159.7578,Grocery Store
NCT18,14.6,Low Fat,Household,182.1976,Supermarket Type1
NCS41,12.85,Low Fat,Health and Hygiene,184.6608,Supermarket Type1
FDO03,10.395,Regular,Meat,228.1352,Supermarket Type1
FDL12,15.85,Regular,Baking Goods,61.622,Grocery Store
FDY37,17,Regular,Canned,143.647,Grocery Store
FDI58,7.64,Regular,Snack Foods,92.412,Supermarket Type1
FDT28,13.3,Low Fat,Frozen Foods,149.2708,Supermarket Type2
NCC42,15,Low Fat,Health and Hygiene,138.5838,Grocery Store
FDO01,21.1,Regular,Breakfast,129.7994,Supermarket Type1
FDJ02,17.2,Regular,Canned,146.6418,Supermarket Type1
FDQ04,6.4,Low Fat,Frozen Foods,42.0796,Supermarket Type2
DRL47,19.7,Low Fat,Hard Drinks,125.7362,Supermarket Type1
FDZ32,7.785,Regular,Fruits and Vegetables,106.7964,Supermarket Type1
FDC35,7.435,LF,Starchy Foods,207.5638,Supermarket Type1
FDX14,13.1,Low Fat,Dairy,73.2354,Supermarket Type1
FDZ35,9.6,reg,Breads,103.999,Supermarket Type1
FDL14,8.115,Regular,Canned,155.4972,Supermarket Type1
FDO04,16.6,Low Fat,Frozen Foods,55.0614,Supermarket Type1
DRK11,8.21,low fat,Hard Drinks,150.2392,Supermarket Type1
FDB44,6.655,Low Fat,Fruits and Vegetables,211.0586,Supermarket Type2
FDZ50,12.8,Regular,Dairy,184.6608,Supermarket Type1
FDI12,,Regular,Baking Goods,88.6856,Supermarket Type3
FDU43,19.35,Regular,Fruits and Vegetables,237.1564,Supermarket Type1
FDD58,7.76,Low Fat,Snack Foods,98.17,Grocery Store
FDB27,7.575,Low Fat,Dairy,195.3768,Supermarket Type1
FDB04,11.35,Regular,Dairy,85.9856,Supermarket Type2
NCO17,10,Low Fat,Health and Hygiene,118.744,Supermarket Type1
FDL12,15.85,Regular,Baking Goods,58.022,Supermarket Type1
DRJ13,12.65,Low Fat,Soft Drinks,160.6578,Supermarket Type1
FDD57,18.1,Low Fat,Fruits and Vegetables,97.0094,Supermarket Type1
FDW19,12.35,Regular,Fruits and Vegetables,110.957,Supermarket Type1
DRD27,18.75,Low Fat,Dairy,100.4042,Supermarket Type2
FDH27,,Low Fat,Dairy,145.1128,Supermarket Type3
NCW30,,Low Fat,Household,259.9962,Supermarket Type3
FDR40,9.1,Regular,Frozen Foods,79.9618,Supermarket Type2
FDG05,11,Regular,Frozen Foods,156.663,Supermarket Type1
NCY41,,Low Fat,Health and Hygiene,35.3532,Grocery Store
FDI38,13.35,Regular,Canned,206.3638,Supermarket Type2
FDR20,20,Regular,Fruits and Vegetables,43.2744,Supermarket Type1
FDE09,8.775,Low Fat,Fruits and Vegetables,109.2228,Supermarket Type1
FDN50,,Regular,Canned,94.912,Grocery Store
DRF27,8.93,Low Fat,Dairy,152.334,Supermarket Type1
DRF51,15.75,Low Fat,Dairy,37.7506,Supermarket Type1
NCO02,,Low Fat,Others,67.8142,Grocery Store
FDB51,,Low Fat,Dairy,62.0852,Supermarket Type3
FDJ50,8.645,Low Fat,Canned,52.8982,Supermarket Type1
FDN52,9.395,Regular,Frozen Foods,85.2198,Supermarket Type1
FDX14,13.1,Low Fat,Dairy,76.6354,Supermarket Type1
FDT27,,Regular,Meat,235.8616,Grocery Store
FDV10,7.645,Regular,Snack Foods,41.1112,Supermarket Type1
FDU33,7.63,Regular,Snack Foods,44.8402,Supermarket Type1
FDU58,6.61,Regular,Snack Foods,185.9898,Supermarket Type1
NCP42,,Low Fat,Household,194.8478,Supermarket Type3
FDL51,,reg,Dairy,213.5876,Supermarket Type3
DRH15,,Low Fat,Dairy,45.4428,Supermarket Type3
FDU16,19.25,Regular,Frozen Foods,85.5908,Supermarket Type1
FDW15,15.35,Regular,Meat,149.3734,Supermarket Type1
FDQ44,20.5,Low Fat,Fruits and Vegetables,122.3756,Supermarket Type1
NCI06,,Low Fat,Household,180.066,Supermarket Type3
DRK23,,Low Fat,Hard Drinks,253.204,Grocery Store
FDC28,7.905,Low Fat,Frozen Foods,109.7254,Supermarket Type1
NCY17,,Low Fat,Health and Hygiene,42.9086,Grocery Store
NCV05,10.1,Low Fat,Health and Hygiene,153.7656,Supermarket Type2
FDM34,,Low Fat,Snack Foods,132.6626,Grocery Store
DRD60,,Low Fat,Soft Drinks,182.8634,Supermarket Type3
FDT38,18.7,Low Fat,Dairy,86.3566,Supermarket Type1
FDQ57,7.275,Low Fat,Snack Foods,145.076,Supermarket Type2
FDE59,,LF,Starchy Foods,35.6532,Supermarket Type3
NCM43,14.5,Low Fat,Others,163.621,Supermarket Type1
DRI51,17.25,Low Fat,Dairy,171.1764,Supermarket Type1
NCG30,20.2,Low Fat,Household,124.9046,Supermarket Type1
NCK54,12.15,Low Fat,Household,114.815,Supermarket Type1
FDQ16,,Low Fat,Frozen Foods,109.6912,Grocery Store
FDI36,12.5,reg,Baking Goods,197.1426,Supermarket Type1
FDX16,,Low Fat,Frozen Foods,148.705,Supermarket Type3
FDA34,11.5,Low Fat,Starchy Foods,174.008,Supermarket Type1
FDJ48,11.3,Low Fat,Baking Goods,248.0118,Supermarket Type2
FDU47,12.8,Regular,Breads,138.4838,Supermarket Type1
FDS39,6.895,Low Fat,Meat,142.9812,Supermarket Type1
FDD11,12.85,Low Fat,Starchy Foods,251.704,Supermarket Type1
FDM16,,Regular,Frozen Foods,73.5354,Supermarket Type3
FDU56,16.85,Low Fat,Fruits and Vegetables,183.1266,Supermarket Type2
FDQ32,17.85,Regular,Fruits and Vegetables,122.3388,Supermarket Type1
DRK35,8.365,Low Fat,Hard Drinks,39.3506,Supermarket Type1
FDA58,9.395,Low Fat,Snack Foods,234.2932,Supermarket Type1
DRG48,,Low Fat,Soft Drinks,143.8102,Grocery Store
FDT59,13.65,Low Fat,Breads,231.9668,Grocery Store
FDQ31,,Regular,Fruits and Vegetables,89.7856,Grocery Store
FDS51,13.35,Low Fat,Meat,63.3194,Supermarket Type2
FDW32,,Regular,Fruits and Vegetables,86.8882,Supermarket Type3
FDI15,,Low Fat,Dairy,264.4884,Supermarket Type3
NCV30,20.2,Low Fat,Household,62.351,Supermarket Type1
DRG25,10.5,Low Fat,Soft Drinks,187.524,Supermarket Type1
FDT02,12.6,Low Fat,Dairy,33.2874,Supermarket Type1
FDO33,,Low Fat,Snack Foods,114.1518,Supermarket Type3
FDP38,10.1,Low Fat,Canned,51.1008,Supermarket Type1
FDZ45,14.1,Low Fat,Snack Foods,197.9084,Supermarket Type1
NCA54,,Low Fat,Household,180.1318,Supermarket Type3
FDU33,7.63,Regular,Snack Foods,45.2402,Supermarket Type1
FDN58,13.8,Regular,Snack Foods,233.6984,Supermarket Type1
FDI05,8.35,Regular,Frozen Foods,75.4354,Supermarket Type1
FDM57,,Regular,Snack Foods,82.4908,Grocery Store
NCS42,,Low Fat,Household,89.6146,Supermarket Type3
FDB57,20.25,Regular,Fruits and Vegetables,221.6772,Supermarket Type1
FDC03,8.575,Regular,Dairy,196.0794,Supermarket Type1
FDZ58,17.85,Low Fat,Snack Foods,120.6072,Supermarket Type1
NCK29,5.615,Low Fat,Health and Hygiene,124.573,Supermarket Type1
NCR53,12.15,LF,Health and Hygiene,224.9404,Supermarket Type1
FDE26,,Low Fat,Canned,145.4786,Supermarket Type3
FDU52,7.56,Low Fat,Frozen Foods,154.563,Supermarket Type1
FDE41,,Regular,Frozen Foods,83.6566,Supermarket Type3
FDU38,10.8,Low Fat,Dairy,189.9504,Supermarket Type2
FDA52,16.2,Regular,Frozen Foods,176.337,Supermarket Type1
FDW46,13,Regular,Snack Foods,65.5484,Supermarket Type1
DRI59,9.5,Low Fat,Hard Drinks,225.0088,Supermarket Type1
FDT38,18.7,Low Fat,Dairy,85.2566,Supermarket Type1
FDL33,7.235,Low Fat,Snack Foods,196.9452,Supermarket Type2
FDQ01,,Regular,Canned,253.0014,Supermarket Type3
FDJ08,11.1,Low Fat,Fruits and Vegetables,191.1846,Supermarket Type1
FDQ47,7.155,Regular,Breads,35.8874,Supermarket Type1
NCZ18,7.825,Low Fat,Household,252.4698,Supermarket Type1
FDE29,8.905,Low Fat,Frozen Foods,60.3878,Supermarket Type1
FDF10,,Regular,Snack Foods,146.7418,Supermarket Type3
FDC48,9.195,Low Fat,Baking Goods,83.4592,Supermarket Type1
FDY58,11.65,Low Fat,Snack Foods,228.9694,Supermarket Type1
NCX30,16.7,Low Fat,Household,247.5776,Grocery Store
FDV11,9.1,Regular,Breads,176.8054,Supermarket Type1
FDT46,11.35,Low Fat,Snack Foods,49.4008,Supermarket Type1
DRD01,,Regular,Soft Drinks,55.6614,Grocery Store
FDQ11,5.695,Regular,Breads,256.5988,Supermarket Type1
NCM41,16.5,Low Fat,Health and Hygiene,92.512,Supermarket Type1
NCC55,10.695,Low Fat,Household,36.4848,Supermarket Type1
FDG45,,Low Fat,Fruits and Vegetables,214.2902,Supermarket Type3
NCQ54,17.7,Low Fat,Household,167.7474,Supermarket Type1
FDM34,19,Low Fat,Snack Foods,129.7626,Supermarket Type1
FDD17,,Low Fat,Frozen Foods,237.8906,Grocery Store
FDN38,,Regular,Canned,250.0408,Supermarket Type3
FDB53,13.35,Low Fat,Frozen Foods,148.4392,Supermarket Type2
NCL06,14.65,Low Fat,Household,262.3594,Supermarket Type1
NCV18,,Low Fat,Household,82.725,Grocery Store
FDX25,16.7,Low Fat,Canned,182.4292,Supermarket Type1
FDB39,11.6,Low Fat,Dairy,55.3272,Supermarket Type1
FDC33,8.96,Regular,Fruits and Vegetables,197.3768,Supermarket Type1
NCO14,9.6,Low Fat,Household,44.4086,Supermarket Type2
FDA58,,Low Fat,Snack Foods,237.3932,Supermarket Type3
NCQ02,12.6,Low Fat,Household,186.4556,Supermarket Type1
NCR53,12.15,Low Fat,Health and Hygiene,227.0404,Supermarket Type1
FDN52,9.395,Regular,Frozen Foods,88.1198,Supermarket Type1
FDG26,18.85,Low Fat,Canned,256.633,Supermarket Type1
FDE23,,Regular,Starchy Foods,46.706,Supermarket Type3
DRI37,15.85,Low Fat,Soft Drinks,59.1904,Supermarket Type1
DRH37,17.6,Low Fat,Soft Drinks,166.0526,Supermarket Type2
FDO01,21.1,Regular,Breakfast,127.7994,Supermarket Type1
FDK45,11.65,Low Fat,Seafood,113.886,Supermarket Type1
FDP23,6.71,Low Fat,Breads,217.6166,Supermarket Type1
FDM33,15.6,Low Fat,Snack Foods,220.0798,Supermarket Type1
FDD36,13.3,Low Fat,Baking Goods,119.8124,Supermarket Type1
FDL56,14.1,Low Fat,Fruits and Vegetables,85.3198,Supermarket Type1
FDT27,11.395,Regular,Meat,236.0616,Grocery Store
FDG52,13.65,Low Fat,Frozen Foods,44.2402,Supermarket Type1
NCL42,18.85,Low Fat,Household,244.0144,Supermarket Type1
DRJ24,11.8,low fat,Soft Drinks,185.8924,Supermarket Type1
FDV38,19.25,Low Fat,Dairy,52.8956,Supermarket Type1
FDT35,19.85,Regular,Breads,169.7816,Supermarket Type1
FDY51,12.5,Low Fat,Meat,219.0798,Supermarket Type1
FDC37,15.5,Low Fat,Baking Goods,105.7938,Supermarket Type1
NCP43,17.75,Low Fat,Others,181.666,Supermarket Type1
FDO33,14.75,Low Fat,Snack Foods,112.2518,Supermarket Type1
FDW04,8.985,Regular,Frozen Foods,130.831,Supermarket Type2
NCC31,8.02,Low Fat,Household,154.9972,Supermarket Type1
FDK22,9.8,Low Fat,Snack Foods,216.385,Supermarket Type1
FDJ50,8.645,Low Fat,Canned,54.5982,Supermarket Type1
FDV13,17.35,Regular,Canned,88.9856,Supermarket Type1
DRL60,8.52,Low Fat,Soft Drinks,151.8682,Supermarket Type1
FDW03,5.63,Regular,Meat,103.7306,Supermarket Type1
FDY27,6.38,Low Fat,Dairy,177.7344,Supermarket Type1
FDB39,,Low Fat,Dairy,54.3272,Supermarket Type3
FDU59,5.78,Low Fat,Breads,162.4552,Supermarket Type1
FDZ57,10,Regular,Snack Foods,129.2994,Supermarket Type1
FDO21,11.6,Regular,Snack Foods,225.1404,Supermarket Type1
FDS43,11.65,Low Fat,Fruits and Vegetables,187.724,Supermarket Type2
FDU28,19.2,Regular,Frozen Foods,189.3214,Grocery Store
FDC51,10.895,Regular,Dairy,121.773,Grocery Store
FDW16,17.35,Regular,Frozen Foods,92.3804,Grocery Store
FDP32,6.65,Low Fat,Fruits and Vegetables,125.5678,Grocery Store
FDB60,,Low Fat,Baking Goods,195.6136,Grocery Store
NCQ30,7.725,Low Fat,Household,120.1414,Supermarket Type1
FDD26,8.71,Regular,Canned,184.8924,Supermarket Type1
FDI44,16.1,Low Fat,Fruits and Vegetables,77.2328,Supermarket Type1
DRH23,14.65,Low Fat,Hard Drinks,56.1614,Supermarket Type1
FDO44,12.6,Low Fat,Fruits and Vegetables,110.0228,Supermarket Type1
FDG04,13.1,Low Fat,Frozen Foods,187.3898,Supermarket Type1
FDM32,,Low Fat,Fruits and Vegetables,91.483,Supermarket Type3
FDM09,11.15,Regular,Snack Foods,169.479,Supermarket Type1
FDZ47,20.7,Regular,Baking Goods,98.8042,Supermarket Type1
FDM40,,LF,Frozen Foods,143.1154,Supermarket Type3
FDY48,14,Low Fat,Baking Goods,101.5332,Supermarket Type1
NCM30,19.1,Low Fat,Household,42.4796,Supermarket Type1
FDX36,9.695,Regular,Baking Goods,225.9404,Grocery Store
DRF03,19.1,Low Fat,Dairy,39.1138,Supermarket Type1
FDN51,17.85,Regular,Meat,259.7936,Supermarket Type1
FDM57,11.65,Regular,Snack Foods,84.4908,Supermarket Type1
FDB35,12.3,Regular,Starchy Foods,93.6804,Supermarket Type1
FDY13,,Low Fat,Canned,77.867,Supermarket Type3
FDA37,7.81,Regular,Canned,125.8046,Supermarket Type1
NCX53,20.1,Low Fat,Health and Hygiene,142.1154,Supermarket Type1
FDD59,10.5,Regular,Starchy Foods,80.796,Supermarket Type2
FDX10,,Regular,Snack Foods,36.7874,Grocery Store
FDC03,8.575,Regular,Dairy,195.5794,Supermarket Type2
FDW43,20.1,Regular,Fruits and Vegetables,226.2036,Supermarket Type1
FDW10,21.2,Low Fat,Snack Foods,176.337,Supermarket Type1
FDY14,,Low Fat,Dairy,262.9226,Supermarket Type3
FDV43,16,Low Fat,Fruits and Vegetables,45.1086,Supermarket Type1
FDO40,17.1,Low Fat,Frozen Foods,150.4392,Supermarket Type1
FDP46,,Low Fat,Snack Foods,91.083,Supermarket Type3
NCE43,,Low Fat,Household,168.8448,Grocery Store
FDD05,19.35,Low Fat,Frozen Foods,120.0098,Supermarket Type1
FDJ60,19.35,Regular,Baking Goods,165.9184,Grocery Store
DRE27,11.85,low fat,Dairy,95.8726,Supermarket Type2
FDO11,8,Regular,Breads,250.6092,Supermarket Type1
DRG11,,Low Fat,Hard Drinks,107.4596,Supermarket Type3
FDK33,17.85,Low Fat,Snack Foods,214.956,Grocery Store
DRM23,16.6,Low Fat,Hard Drinks,170.4422,Supermarket Type1
FDJ02,,Regular,Canned,146.1418,Supermarket Type3
NCZ05,8.485,Low Fat,Health and Hygiene,104.399,Supermarket Type1
NCL30,18.1,Low Fat,Household,126.3336,Supermarket Type1
FDZ19,6.425,Low Fat,Fruits and Vegetables,174.2712,Supermarket Type2
FDM45,8.655,Regular,Snack Foods,120.8756,Supermarket Type1
FDO36,19.7,Low Fat,Baking Goods,178.666,Supermarket Type1
NCK31,10.895,Low Fat,Others,50.7666,Supermarket Type1
DRJ37,10.8,Low Fat,Soft Drinks,153.4024,Supermarket Type1
FDP24,20.6,Low Fat,Baking Goods,120.1756,Supermarket Type2
FDF46,7.07,LF,Snack Foods,115.1834,Supermarket Type1
FDX46,,Regular,Snack Foods,58.5562,Grocery Store
NCL18,18.85,Low Fat,Household,193.7136,Supermarket Type1
FDJ26,15.3,Regular,Canned,212.7218,Supermarket Type1
FDJ07,7.26,Low Fat,Meat,115.015,Supermarket Type1
FDY15,18.25,Regular,Dairy,155.163,Supermarket Type1
DRG01,14.8,Low Fat,Soft Drinks,74.867,Supermarket Type1
FDF58,13.3,Low Fat,Snack Foods,64.951,Supermarket Type1
FDZ14,,Regular,Dairy,121.4756,Grocery Store
FDP31,21.1,Regular,Fruits and Vegetables,65.7168,Supermarket Type1
FDH45,15.1,Regular,Fruits and Vegetables,42.4796,Supermarket Type1
FDA09,13.35,Regular,Snack Foods,178.366,Grocery Store
FDW31,11.35,Regular,Fruits and Vegetables,198.5742,Supermarket Type1
FDA57,18.85,Low Fat,Snack Foods,41.448,Supermarket Type1
NCE55,8.92,Low Fat,Household,176.637,Supermarket Type1
FDC17,,Low Fat,Frozen Foods,212.3928,Grocery Store
FDC59,16.7,Regular,Starchy Foods,64.6168,Supermarket Type1
FDA22,7.435,Low Fat,Starchy Foods,167.9158,Supermarket Type1
FDK52,18.25,Low Fat,Frozen Foods,224.9062,Supermarket Type1
NCM26,20.5,Low Fat,Others,152.934,Supermarket Type1
NCT53,5.4,Low Fat,Health and Hygiene,166.3526,Supermarket Type1
FDW45,18,Low Fat,Snack Foods,149.0418,Supermarket Type2
NCI18,18.35,Low Fat,Household,222.5746,Supermarket Type1
FDE38,6.52,Low Fat,Canned,164.0842,Supermarket Type2
FDF08,,Regular,Fruits and Vegetables,89.1856,Grocery Store
FDY58,11.65,Low Fat,Snack Foods,229.6694,Grocery Store
FDF58,,Low Fat,Snack Foods,63.451,Grocery Store
FDX39,14.3,Regular,Meat,210.0586,Supermarket Type1
FDB44,6.655,Low Fat,Fruits and Vegetables,211.0586,Supermarket Type1
FDF28,15.7,Regular,Frozen Foods,126.1046,Supermarket Type1
FDE39,7.89,Low Fat,Dairy,117.1782,Supermarket Type1
FDT37,14.15,Low Fat,Canned,253.0014,Supermarket Type2
FDZ45,14.1,Low Fat,Snack Foods,199.0084,Supermarket Type1
FDO40,17.1,Low Fat,Frozen Foods,150.9392,Supermarket Type1
FDM57,,Regular,Snack Foods,85.3908,Supermarket Type3
DRG36,14.15,Low Fat,Soft Drinks,171.8106,Supermarket Type1
FDY36,12.3,Low Fat,Baking Goods,71.638,Grocery Store
DRL60,,LF,Soft Drinks,151.6682,Supermarket Type3
FDS25,,Regular,Canned,110.8228,Grocery Store
DRF49,,Low Fat,Soft Drinks,112.0518,Supermarket Type3
FDP16,18.6,Low Fat,Frozen Foods,245.5802,Supermarket Type1
FDS60,20.85,Low Fat,Baking Goods,181.266,Supermarket Type1
FDU15,,Regular,Meat,37.9532,Supermarket Type3
FDK43,9.8,LF,Meat,126.902,Supermarket Type1
FDN25,7.895,Regular,Breakfast,58.6588,Supermarket Type1
FDE53,10.895,Low Fat,Frozen Foods,104.928,Supermarket Type1
FDB22,8.02,Low Fat,Snack Foods,155.6998,Supermarket Type1
FDE39,7.89,Low Fat,Dairy,119.5782,Supermarket Type1
FDX35,5.035,Regular,Breads,227.0036,Supermarket Type1
NCG54,12.1,Low Fat,Household,169.7106,Supermarket Type1
FDH27,7.075,Low Fat,Dairy,145.8128,Supermarket Type1
NCK42,7.475,Low Fat,Household,215.4192,Supermarket Type1
FDS25,6.885,Regular,Canned,108.8228,Supermarket Type1
FDI10,8.51,Regular,Snack Foods,172.4422,Supermarket Type2
FDU35,6.44,Low Fat,Breads,100.47,Supermarket Type1
FDI04,13.65,Regular,Frozen Foods,199.0426,Supermarket Type1
DRK23,8.395,Low Fat,Hard Drinks,251.804,Supermarket Type1
FDB53,,Low Fat,Frozen Foods,148.1392,Grocery Store
FDY02,8.945,Regular,Dairy,261.791,Supermarket Type1
FDM60,10.8,Regular,Baking Goods,40.3138,Supermarket Type1
NCJ31,19.2,LF,Others,239.6196,Grocery Store
DRP35,18.85,Low Fat,Hard Drinks,126.6336,Supermarket Type1
NCQ30,7.725,Low Fat,Household,122.4414,Supermarket Type2
DRL11,10.5,Low Fat,Hard Drinks,158.4946,Grocery Store
FDU01,20.25,Regular,Canned,184.7924,Supermarket Type1
FDR39,20.35,Low Fat,Meat,180.7292,Supermarket Type1
FDO08,11.1,Regular,Fruits and Vegetables,165.7526,Supermarket Type1
FDC02,21.35,Low Fat,Canned,261.1278,Supermarket Type1
NCZ29,15,Low Fat,Health and Hygiene,127.4362,Supermarket Type1
FDF29,15.1,Regular,Frozen Foods,130.931,Grocery Store
FDZ23,17.75,Regular,Baking Goods,187.324,Supermarket Type1
NCU53,5.485,Low Fat,Health and Hygiene,164.5842,Supermarket Type2
NCW30,5.21,Low Fat,Household,258.0962,Supermarket Type1
NCM26,,Low Fat,Others,154.534,Supermarket Type3
FDV50,,Low Fat,Dairy,122.573,Supermarket Type3
FDW15,15.35,Regular,Meat,146.4734,Supermarket Type1
FDI35,,Low Fat,Starchy Foods,182.6634,Supermarket Type3
FDO11,8,Regular,Breads,249.0092,Supermarket Type1
FDN48,13.35,Low Fat,Baking Goods,92.5804,Supermarket Type1
